,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price,avg_2bhk_rent,dist_from_city,sqft
8568,8568,Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1355,2.0,1.0,97.6,,18.1,2
8569,8569,Built-up  Area,Ready To Move,Whitefield,2 BHK,,1141,2.0,1.0,62.0,14981.0,17.3,2
8570,8570,Super built-up  Area,21-Jun,Vijayanagar,2 BHK,Saahaat,1046,2.0,0.0,49.06,18125.0,11.1,2
8571,8571,Super built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,,630,1.0,2.0,35.0,,18.8,1
8572,8572,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,ARvasV ,1247,2.0,2.0,62.35,,16.0,2
8573,8573,Built-up  Area,Ready To Move,Marathahalli,4 BHK,PueraRi,3855,4.0,3.0,220.0,16620.0,10.9,4
8574,8574,Super built-up  Area,Ready To Move,Geddalahalli,2 BHK,,850,2.0,1.0,32.5,,11.6,2
8575,8575,Super built-up  Area,Ready To Move,KR Puram,2 BHK,Sryam N,1120,2.0,2.0,36.0,,11.9,2
8576,8576,Plot  Area,Ready To Move,HSR Layout,8 Bedroom,,800,8.0,,285.0,20521.0,10.5,8
8577,8577,Super built-up  Area,18-Aug,Jakkur,3 BHK,Ceezey ,1798,3.0,1.0,110.0,18636.0,12.9,3
8578,8578,Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1180,2.0,1.0,45.0,,38.4,3
8579,8579,Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,Jaood G,1000,2.0,1.0,34.0,,19.4,2
8580,8580,Super built-up  Area,19-Mar,Whitefield,2 BHK,Prtates,1216,2.0,1.0,82.0,14981.0,17.3,2
8581,8581,Built-up  Area,Ready To Move,Margondanahalli,2 Bedroom,,900,2.0,0.0,65.0,10000.0,13.7,2
8582,8582,Built-up  Area,Ready To Move,TC Palaya,2 Bedroom,,1100,2.0,0.0,65.0,,12.2,2
8583,8583,Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3.0,2.0,115.0,,9.6,3
8584,8584,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,43.0,,38.4,3
8585,8585,Super built-up  Area,Ready To Move,Whitefield,2 BHK,UKe 2nz,1495,3.0,3.0,88.0,14981.0,17.3,2
8586,8586,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Goelsn ,1700,3.0,3.0,120.0,,26.5,3
8587,8587,Super built-up  Area,20-Dec,Whitefield,3 BHK,Oreldhi,1564,3.0,1.0,103.0,14981.0,17.3,3
8588,8588,Super built-up  Area,18-Apr,Reliaable Tranquil Layout,2 BHK,Sariana,1256,2.0,1.0,65.0,,12.7,2
8589,8589,Super built-up  Area,18-Jun,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,89.0,,17.4,2
8590,8590,Super built-up  Area,18-Apr,Bhoganhalli,3 BHK,Rosha I,1458,3.0,1.0,78.45,,15.3,3
8591,8591,Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1063,2.0,1.0,61.17,9233.0,13.3,2
8592,8592,Super built-up  Area,Ready To Move,Sadashiva Nagar,4 BHK,,7400,5.0,,1850.0,,6.7,4
8593,8593,Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,,1150,2.0,1.0,52.5,,11.9,2
8594,8594,Built-up  Area,Ready To Move,Chandapura,1 BHK,,450,1.0,1.0,9.0,11714.0,24.0,1
8595,8595,Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Amazaa ,1360,2.0,0.0,45.0,14647.0,11.7,2
8596,8596,Built-up  Area,Ready To Move,Marathahalli,3 BHK,,1605,3.0,2.0,76.0,16620.0,10.9,3
8597,8597,Carpet  Area,Ready To Move,Nagarbhavi,3 BHK,,1200,4.0,2.0,205.0,16334.0,17.0,3
8598,8598,Super built-up  Area,18-Aug,Haralur Road,3 BHK,SNnia E,1810,3.0,2.0,100.0,,14.9,3
8599,8599,Super built-up  Area,18-Aug,LB Shastri Nagar,2 BHK,,1250,2.0,2.0,48.5,,8.5,2
8600,8600,Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,,1475,2.0,2.0,58.99,,10.3,3
8601,8601,Built-up  Area,Ready To Move,R.T. Nagar,2 Bedroom,,1100,3.0,0.0,125.0,,9.7,2
8602,8602,Super built-up  Area,18-Dec,Dommasandra,2 BHK,,850,2.0,1.0,25.4,,23.5,2
8603,8603,Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1025,2.0,1.0,26.65,11500.0,19.3,2
8604,8604,Built-up  Area,Ready To Move,Uttarahalli,2 BHK,SivelMa,980,2.0,1.0,45.0,19750.0,12.9,2
8605,8605,Super built-up  Area,Ready To Move,Basavanagara,3 BHK,,1428,2.0,1.0,70.0,,10.3,3
8606,8606,Super built-up  Area,Ready To Move,Shanti Nagar,2 BHK,SwionMa,1130,2.0,,74.0,,3.7,2
8607,8607,Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,Soazak ,1592,3.0,,125.0,,26.5,3
8608,8608,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,Arndesa,2050,3.0,3.0,82.0,,9.9,3
8609,8609,Super built-up  Area,Ready To Move,Bagalur,2 BHK,Krton S,1407,2.0,1.0,83.87,10500.0,21.3,2
8610,8610,Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,Lelia M,4170,3.0,2.0,800.0,,4.3,3
8611,8611,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Sulesil,1585,3.0,1.0,84.0,14981.0,17.3,3
8612,8612,Built-up  Area,Ready To Move,Jakkur,3 BHK,Miershi,1785,3.0,2.0,130.0,18636.0,12.9,3
8613,8613,Built-up  Area,Ready To Move,BSM Extension,2 BHK,Raave E,900,2.0,3.0,45.0,,36.2,2
8614,8614,Plot  Area,Ready To Move,Somanna Garden,4 Bedroom,,1350,4.0,2.0,160.0,,,4
8615,8615,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1843,3.0,2.0,96.2,,26.5,3
8616,8616,Super built-up  Area,Ready To Move,Munivenkatppa Layout,4 BHK,SNiew L,2375,3.0,,260.0,,9.9,4
8617,8617,Super built-up  Area,Ready To Move,RPC layout,2 BHK,Dee 2 P,1200,2.0,1.0,67.0,,,2
8618,8618,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,,1113,2.0,1.0,52.0,,13.8,2
8619,8619,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125,2.0,1.0,47.0,19750.0,12.9,2
8620,8620,Plot  Area,18-Jul,Whitefield,3 Bedroom,,1200,3.0,1.0,56.0,14981.0,17.3,3
8621,8621,Super built-up  Area,Ready To Move,Anekal,3 BHK,,1150,3.0,2.0,45.0,,34.2,3
8622,8622,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,VSineDi,770,1.0,1.0,70.0,,13.4,2
8623,8623,Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,PentyVB,1181,2.0,2.0,57.0,,11.3,2
8624,8624,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1550,3.0,3.0,64.7,,26.5,3
8625,8625,Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,,1200,2.0,,86.0,,9.7,2
8626,8626,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,55.47,,15.3,2
8627,8627,Plot  Area,Ready To Move,Kenchenahalli,3 Bedroom,,480,3.0,3.0,65.0,,21.8,3
8628,8628,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1506,3.0,1.0,95.0,,21.4,3
8629,8629,Built-up  Area,Ready To Move,"HSR Layout 7th sector, ",3 BHK,,1872,3.0,2.0,152.0,,,3
8630,8630,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,2900,4.0,2.0,240.0,,17.2,4
8631,8631,Super built-up  Area,18-Jun,Abbigere,3 BHK,DSestma,1326,2.0,1.0,35.0,,18.4,3
8632,8632,Super built-up  Area,Ready To Move,Talaghattapura,2 BHK,,1040,2.0,1.0,33.28,21711.0,17.1,2
8633,8633,Plot  Area,Ready To Move,Bettadasanapura,5 Bedroom,,1200,5.0,1.0,90.0,,,5
8634,8634,Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1020,2.0,1.0,48.0,17529.0,10.0,2
8635,8635,Super built-up  Area,Ready To Move,Gokula Extension,3 BHK,,1400,3.0,2.0,90.0,,,3
8636,8636,Super built-up  Area,Ready To Move,Neeladri Nagar,10 BHK,,4000,12.0,,160.0,,20.4,10
8637,8637,Plot  Area,Ready To Move,Weavers Colony,1 Bedroom,,812,1.0,1.0,26.0,,,1
8638,8638,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,,1100,2.0,1.0,54.0,9675.0,18.0,2
8639,8639,Super built-up  Area,19-Aug,Kodathi,2 BHK,,829,2.0,1.0,22.8,,20.3,2
8640,8640,Plot  Area,Ready To Move,Vijayanagar,5 Bedroom,,750,4.0,3.0,95.0,18125.0,11.1,5
8641,8641,Plot  Area,Ready To Move,Sanjay nagar,4 Bedroom,,2700,4.0,2.0,350.0,,10.6,4
8642,8642,Super built-up  Area,21-May,Kanakpura Road,3 BHK,GolusLi,1500,3.0,1.0,72.99,,26.5,3
8643,8643,Built-up  Area,Ready To Move,Ananth Nagar,2 BHK,,850,2.0,1.0,25.99,,21.6,2
8644,8644,Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,ApallEn,1180,2.0,2.0,60.0,,8.9,2
8645,8645,Super built-up  Area,19-Dec,Cunningham Road,4 BHK,,5108,5.0,2.0,995.0,,4.3,4
8646,8646,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,150.0,,15.0,3
8647,8647,Super built-up  Area,Ready To Move,Channasandra,2 BHK,,1010,2.0,1.0,36.0,,19.6,2
8648,8648,Built-up  Area,Ready To Move,Marathahalli,2 BHK,Cores V,1350,2.0,2.0,60.0,16620.0,10.9,2
8649,8649,Built-up  Area,Ready To Move,Talaghattapura,2 BHK,,1100,2.0,0.0,50.0,21711.0,17.1,2
8650,8650,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Wiowsri,1450,2.0,2.0,62.93,,26.5,3
8651,8651,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1133,2.0,2.0,40.0,,15.3,2
8652,8652,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1564,3.0,2.0,100.0,13500.0,11.5,3
8653,8653,Plot  Area,Ready To Move,Doddaballapur,2 Bedroom,,640,1.0,0.0,10.5,,46.3,2
8654,8654,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,157.0,,15.0,3
8655,8655,Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,,432,2.0,1.0,65.0,,9.6,2
8656,8656,Super built-up  Area,Ready To Move,Kanakapura,3 BHK,SPavenc,1460,2.0,3.0,51.1,22000.0,47.7,3
8657,8657,Super built-up  Area,Ready To Move,A Narayanapura,1 BHK,,600,2.0,1.0,35.0,,8.1,1
8658,8658,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,52.07,,13.0,2
8659,8659,Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",2 BHK,,700,2.0,1.0,35.0,,17.7,2
8660,8660,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1200,3.0,0.0,66.0,,12.2,3
8661,8661,Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Prensya,654,1.0,1.0,38.0,8500.0,20.8,1
8662,8662,Super built-up  Area,Ready To Move,Ankappa Layout,2 BHK,OadraCh,1105,2.0,2.0,50.0,,,2
8663,8663,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1800,3.0,3.0,150.0,,13.4,3
8664,8664,Plot  Area,Ready To Move,Yelachenahalli,2 Bedroom,,1200,2.0,2.0,160.0,,11.5,2
8665,8665,Super built-up  Area,Ready To Move,Kogilu,1 BHK,,700,1.0,1.0,30.84,19000.0,19.6,1
8666,8666,Super built-up  Area,Ready To Move,Amruthnagar,2 BHK,Unarlth,1000,2.0,1.0,51.0,,12.9,2
8667,8667,Built-up  Area,Ready To Move,HSR Layout,5 Bedroom,,3500,5.0,0.0,350.0,20521.0,10.5,5
8668,8668,Super built-up  Area,18-Apr,Gattahalli,3 BHK,Hameson,1240,2.0,1.0,63.0,,,3
8669,8669,Super built-up  Area,Ready To Move,Bellandur,2 BHK,,1200,2.0,3.0,45.0,19667.0,12.9,2
8670,8670,Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,KHatsFl,1400,2.0,2.0,80.0,15250.0,21.5,3
8671,8671,Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3 BHK,,1393,3.0,2.0,54.0,,19.0,3
8672,8672,Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1140,2.0,2.0,50.0,14981.0,17.3,2
8673,8673,Plot  Area,Ready To Move,Sahakara Nagar,5 Bedroom,,1000,5.0,,130.0,,13.3,5
8674,8674,Built-up  Area,Ready To Move,Gulimangala,3 BHK,Daxir E,1640,3.0,2.0,70.0,,,3
8675,8675,Plot  Area,Ready To Move,Kithaganur,2 Bedroom,,1200,2.0,0.0,62.0,,,2
8676,8676,Built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,,720,2.0,2.0,65.0,,9.6,2
8677,8677,Super built-up  Area,Ready To Move,Yelenahalli,3 BHK,,1650,3.0,3.0,68.0,,15.2,3
8678,8678,Super built-up  Area,Ready To Move,Nagavara,4 BHK,K dotna,2496,4.0,2.0,125.0,19333.0,13.2,4
8679,8679,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,905,2.0,1.0,32.0,,15.8,2
8680,8680,Super built-up  Area,Ready To Move,HAL 2nd Stage,3 BHK,,1600,3.0,1.0,125.0,,5.6,3
8681,8681,Super built-up  Area,17-Apr,Chikkalasandra,2 BHK,,1070,2.0,1.0,45.48,21000.0,12.1,2
8682,8682,Plot  Area,Ready To Move,Yemlur,4 Bedroom,Epllan ,8400,5.0,2.0,1675.0,,11.9,4
8683,8683,Built-up  Area,Ready To Move,Koramangala,2 BHK,,1200,2.0,2.0,100.0,2117.0,8.3,2
8684,8684,Plot  Area,Ready To Move,Indira Nagar,5 Bedroom,,1800,5.0,2.0,350.0,,3.7,5
8685,8685,Built-up  Area,Ready To Move,8th Phase JP Nagar,4 Bedroom,,2600,4.0,2.0,115.0,,14.5,4
8686,8686,Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,,1145,2.0,2.0,75.0,,9.9,2
8687,8687,Super built-up  Area,Ready To Move,Addischetan Layout,3 BHK,Malyxer,1495,3.0,2.0,55.0,,,3
8688,8688,Plot  Area,Ready To Move,Basavanagara,3 Bedroom,,1200,2.0,1.0,300.0,,10.3,3
8689,8689,Built-up  Area,Ready To Move,Stage-4 Bommanahalli,3 BHK,Pantsce,1400,3.0,2.0,53.0,,11.2,3
8690,8690,Built-up  Area,18-Dec,Whitefield,3 BHK,,1558,3.0,2.0,90.0,14981.0,17.3,3
8691,8691,Super built-up  Area,20-Jan,Balagere,2 BHK,Soresea,1007,2.0,1.0,53.0,,16.1,2
8692,8692,Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,,902,2.0,1.0,25.26,,21.6,2
8693,8693,Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,BSarknd,1054,2.0,1.0,53.0,,9.4,2
8694,8694,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1135,2.0,3.0,39.73,19750.0,12.9,3
8695,8695,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,996,2.0,2.0,49.0,,22.7,2
8696,8696,Super built-up  Area,18-Aug,Vimanapura,2 BHK,,1275,2.0,2.0,47.0,,,2
8697,8697,Plot  Area,Ready To Move,NRI Layout,2 Bedroom,,1250,2.0,0.0,75.0,14833.0,12.8,2
8698,8698,Built-up  Area,Ready To Move,Hennur,4 BHK,,2502,4.0,2.0,170.0,17529.0,10.0,4
8699,8699,Super built-up  Area,Ready To Move,Sadaramangala,2 BHK,Maletr ,1394,2.0,3.0,52.0,,,2
8700,8700,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2.0,2.0,46.0,,14.9,2
8701,8701,Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2.0,1.0,75.0,14981.0,17.3,2
8702,8702,Super built-up  Area,Ready To Move,Konena Agrahara,2 BHK,EsadeNS,1075,2.0,1.0,57.0,,,2
8703,8703,Plot  Area,Immediate Possession,Mysore Road,,Naoden ,1200 - 2400,,,42.3,,28.6,
8704,8704,Built-up  Area,Ready To Move,Indira Nagar,3 BHK,Monorh ,1500,3.0,3.0,120.0,,3.7,3
8705,8705,Super built-up  Area,18-Oct,Rayasandra,4 BHK,,1708,3.0,1.0,76.0,11000.0,16.4,4
8706,8706,Plot  Area,Ready To Move,Whitefield,3 Bedroom,Adowslm,1500,3.0,1.0,250.0,14981.0,17.3,3
8707,8707,Built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Reicace,1800,4.0,3.0,115.0,,16.4,3
8708,8708,Super built-up  Area,Ready To Move,Harlur,2 BHK,,1532,2.0,1.0,65.0,22500.0,16.1,2
8709,8709,Super built-up  Area,18-Sep,Hosa Road,3 BHK,Mahesr ,1726,3.0,2.0,81.99,2283.0,15.7,3
8710,8710,Super built-up  Area,Ready To Move,Hanumanth Nagar,2 BHK,Saersel,1220,2.0,2.0,54.89,,,2
8711,8711,Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,,1100,2.0,2.0,50.0,21000.0,12.1,2
8712,8712,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Atntspa,1530,3.0,3.0,40.0,,20.3,3
8713,8713,Super built-up  Area,18-Jan,Hosa Road,2 BHK,SRrnauv,840,2.0,1.0,28.0,2283.0,15.7,2
8714,8714,Super built-up  Area,18-Apr,Bommanahalli,3 BHK,,1250,4.0,3.0,39.0,13625.0,9.6,3
8715,8715,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,,1030,2.0,,35.0,16500.0,7.2,2
8716,8716,Super built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,Muiseek,1499,3.0,2.0,89.0,,,3
8717,8717,Super built-up  Area,Ready To Move,Varsova Layout,3 BHK,MoaveEn,1280,2.0,3.0,55.0,,8.2,3
8718,8718,Built-up  Area,Ready To Move,Munnekollal,2 BHK,,1170,2.0,2.0,59.0,14750.0,12.4,2
8719,8719,Plot  Area,Ready To Move,Chikka Tirupathi,3 Bedroom,,2646,3.0,,99.0,,34.6,3
8720,8720,Super built-up  Area,18-Apr,Thirumenahalli,2 BHK,MNtha A,1161,2.0,3.0,36.69,,16.8,2
8721,8721,Plot  Area,Ready To Move,Yelahanka,2 Bedroom,,1633,2.0,1.0,72.0,8500.0,20.8,2
8722,8722,Built-up  Area,Ready To Move,Richards Town,2 BHK,MaionMa,1050,2.0,2.0,65.0,,5.6,2
8723,8723,Plot  Area,18-Apr,Hennur Road,4 Bedroom,Saandtt,1650,5.0,3.0,309.0,,14.4,4
8724,8724,Super built-up  Area,19-Dec,Varthur Road,1 BHK,Aseenh ,540 - 565,1.0,0.0,13.26,,12.2,1
8725,8725,Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,418,2.0,1.0,11.5,7500.0,31.8,1
8726,8726,Super built-up  Area,Ready To Move,Bhattarahalli,2 BHK,,905,2.0,2.0,50.0,,,2
8727,8727,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,DwntsAp,1510,2.0,2.0,55.0,,15.3,3
8728,8728,Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,,1390,2.0,3.0,60.47,21000.0,12.1,3
8729,8729,Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1101,2.0,2.0,66.0,21278.0,8.6,2
8730,8730,Super built-up  Area,Ready To Move,Srirampura,4 BHK,MVmesle,2736,4.0,,130.0,,7.5,4
8731,8731,Super built-up  Area,18-Apr,EPIP Zone,3 BHK,BrontLa,2350,4.0,2.0,163.0,,14.6,3
8732,8732,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,2 BHK,Pridel ,1056,2.0,2.0,55.0,,16.4,2
8733,8733,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1425,2.0,2.0,49.88,,26.5,3
8734,8734,Super built-up  Area,17-Jun,Electronics City Phase 1,3 BHK,Shitt S,1450,3.0,1.0,70.0,,20.3,3
8735,8735,Built-up  Area,Ready To Move,Pai Layout,2 BHK,Saage V,1000,2.0,2.0,34.0,,7.1,2
8736,8736,Super built-up  Area,18-Mar,Haralur Road,1 BHK,SNnia E,575,1.0,1.0,38.0,,14.9,1
8737,8737,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1350,2.0,2.0,47.24,19750.0,12.9,3
8738,8738,Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,,2000,2.0,0.0,180.0,,26.5,3
8739,8739,Built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,Gomeseg,1770,3.0,2.0,90.0,,,3
8740,8740,Super built-up  Area,Ready To Move,Byadarahalli,3 BHK,Prurten,3155,3.0,2.0,315.0,,21.7,3
8741,8741,Plot  Area,Ready To Move,Anandapura,2 Bedroom,,616,3.0,1.0,45.0,,12.4,2
8742,8742,Super built-up  Area,Ready To Move,JP Nagar,1 BHK,Shika A,745,1.0,0.0,34.27,,9.9,1
8743,8743,Built-up  Area,Ready To Move,Nayandanahalli,7 Bedroom,,6500,7.0,1.0,104.0,,11.7,7
8744,8744,Plot  Area,Ready To Move,HAL 2nd Stage,4 Bedroom,,2400,4.0,1.0,650.0,,5.6,4
8745,8745,Super built-up  Area,18-Aug,Kudlu Gate,2 BHK,Sanzaat,1547,2.0,2.0,103.0,9500.0,11.8,2
8746,8746,Super built-up  Area,Ready To Move,Panathur,3 BHK,Prcesvy,1713,3.0,1.0,120.0,16000.0,14.2,3
8747,8747,Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Prldsum,3300,4.0,2.0,430.0,45000.0,17.2,4
8748,8748,Plot  Area,Ready To Move,Mahalakshmi Layout,8 Bedroom,,1135,4.0,1.0,190.0,,11.4,8
8749,8749,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,RNvasth,1856,4.0,2.0,180.0,,13.4,3
8750,8750,Super built-up  Area,Ready To Move,RMV Extension,2 BHK,DSureSi,1152,2.0,1.0,57.0,,12.1,2
8751,8751,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,46.75,,11.9,2
8752,8752,Super built-up  Area,Ready To Move,Narayanapura,3 BHK,AriosHe,2357,3.0,2.0,135.0,,13.2,3
8753,8753,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,,1820,4.0,2.0,95.0,,13.8,3
8754,8754,Super built-up  Area,18-Dec,Kannamangala,3 BHK,Sonue A,1865,3.0,1.0,139.0,2271.0,23.1,3
8755,8755,Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Prdhue ,1240,2.0,2.0,65.0,,26.5,2
8756,8756,Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,Naasyak,1360,3.0,1.0,75.0,,11.3,3
8757,8757,Built-up  Area,Ready To Move,ISRO Layout,4 Bedroom,,4200,4.0,2.0,255.0,,13.2,4
8758,8758,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Shitt S,1450,2.0,2.0,63.51,,20.3,3
8759,8759,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1139,2.0,2.0,72.0,,30.9,2
8760,8760,Super built-up  Area,Ready To Move,Begur Road,3 BHK,,1565,2.0,2.0,56.0,,10.8,3
8761,8761,Plot  Area,Ready To Move,Anjanapura,3 Bedroom,,1200,3.0,2.0,165.0,,18.2,3
8762,8762,Plot  Area,Ready To Move,Kurubarahalli,4 Bedroom,,600,4.0,0.0,77.0,,12.4,4
8763,8763,Super built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1200,2.0,2.0,39.0,,9.5,2
8764,8764,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,Goandn ,1855,3.0,3.0,140.0,,13.4,3
8765,8765,Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,1100,2.0,1.0,55.0,10000.0,13.7,2
8766,8766,Built-up  Area,Ready To Move,Arehalli,3 BHK,,1350,2.0,2.0,65.0,,,3
8767,8767,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Saciatt,2266,3.0,2.0,207.0,,4.7,3
8768,8768,Super built-up  Area,Ready To Move,Hosur Road,1 BHK,,660,1.0,1.0,23.0,,19.0,1
8769,8769,Built-up  Area,Ready To Move,Kodihalli,2 BHK,,1490,2.0,1.0,150.0,,6.1,2
8770,8770,Super built-up  Area,Ready To Move,Kambipura,3 BHK,Prrtht ,1083,2.0,1.0,48.0,,23.2,3
8771,8771,Super built-up  Area,18-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,83.0,,14.4,2
8772,8772,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,NaonySy,1550,3.0,1.0,86.8,,15.3,3
8773,8773,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Iseenst,1227,2.0,2.0,70.0,14981.0,17.3,2
8774,8774,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1059,2.0,2.0,68.0,,17.2,2
8775,8775,Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Assha A,545,1.0,1.0,29.0,11500.0,19.3,2
8776,8776,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1152,2.0,1.0,54.0,,10.3,2
8777,8777,Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,870,1.0,1.0,45.0,,21.8,2
8778,8778,Super built-up  Area,17-Dec,Panathur,2 BHK,,1210,2.0,1.0,78.0,16000.0,14.2,2
8779,8779,Super built-up  Area,19-Mar,Thanisandra,1 BHK,Bhe 2ko,663,1.0,0.0,46.1,13500.0,11.5,1
8780,8780,Super built-up  Area,Ready To Move,Hennur Gardens,3 BHK,PlhtsHe,1464,2.0,1.0,135.0,,10.0,3
8781,8781,Built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,,1365,3.0,1.0,80.0,,13.0,3
8782,8782,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Priew P,1704,3.0,1.0,120.0,14981.0,17.3,3
8783,8783,Super built-up  Area,18-Dec,Whitefield,3 BHK,BSlasin,1390 - 1600,,,60.55,14981.0,17.3,3
8784,8784,Super built-up  Area,19-Oct,Whitefield,2 BHK,SVacyeg,1256,2.0,,73.0,14981.0,17.3,2
8785,8785,Built-up  Area,Ready To Move,Kengeri,2 BHK,,883,2.0,0.0,49.0,12000.0,22.5,2
8786,8786,Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1080,2.0,1.0,45.0,,38.4,3
8787,8787,Super built-up  Area,Ready To Move,Marsur,2 BHK,Asara S,497,1.0,1.0,25.0,9890.0,27.5,2
8788,8788,Super built-up  Area,21-Sep,9th Phase JP Nagar,2 BHK,Vasisvi,1073,2.0,1.0,52.36,,15.8,2
8789,8789,Super built-up  Area,Ready To Move,Rajaji Nagar,6 BHK,,3000,6.0,3.0,250.0,,9.6,6
